OV-LWA antenna beams										
2015NOV09 GRASP										
3mx3m ground screen										
30 dia x 5 m thick lossy ground										
										
										
theta[deg]	phi[deg]	freq[MHz]	co[real]	co[imag]	cx[real]	cx[imag]	theta[real]	theta[imag]	phi[real]	phi[imag]
25	65	70	-1.5051E+00	-9.4916E-01	7.3484E-02	-2.2162E-02	-5.6948E-01	-4.2122E-01	1.3951E+00	8.5086E-01
30	65	70	-1.4836E+00	-9.1282E-01	1.0884E-01	-1.9527E-02	-5.2836E-01	-4.0347E-01	1.3906E+00	8.1904E-01
35	65	70	-1.4428E+00	-8.7509E-01	1.2954E-01	8.3436E-03	-4.9237E-01	-3.6227E-01	1.3624E+00	7.9663E-01
40	65	70	-1.3921E+00	-8.1879E-01	1.3827E-01	2.5719E-03	-4.6302E-01	-3.4371E-01	1.3201E+00	7.4317E-01
45	65	70	-1.3519E+00	-7.5733E-01	1.5617E-01	-2.5096E-02	-4.2981E-01	-3.4281E-01	1.2913E+00	6.7577E-01
50	65	70	-1.3115E+00	-7.1487E-01	1.7999E-01	-2.8392E-02	-3.9114E-01	-3.2785E-01	1.2647E+00	6.3589E-01
55	65	70	-1.2387E+00	-6.8873E-01	1.8547E-01	-3.3936E-03	-3.5541E-01	-2.9415E-01	1.2011E+00	6.2277E-01
60	65	70	-1.1192E+00	-6.5021E-01	1.6231E-01	1.9849E-02	-3.2589E-01	-2.5680E-01	1.0829E+00	5.9768E-01
65	65	70	-9.6830E-01	-5.7407E-01	1.2173E-01	2.2415E-02	-2.9890E-01	-2.2230E-01	9.2903E-01	5.2976E-01
70	65	70	-8.1269E-01	-4.5768E-01	7.8902E-02	8.6012E-03	-2.7195E-01	-1.8563E-01	7.6989E-01	4.1844E-01
75	65	70	-6.7004E-01	-3.1708E-01	4.1509E-02	-8.7758E-03	-2.4555E-01	-1.4196E-01	6.2481E-01	2.8366E-01
80	65	70	-5.4354E-01	-1.7343E-01	1.1121E-02	-2.0269E-02	-2.1963E-01	-9.1664E-02	4.9732E-01	1.4861E-01
85	65	70	-4.2742E-01	-4.3939E-02	-1.2258E-02	-2.1737E-02	-1.9174E-01	-3.8270E-02	3.8219E-01	3.0636E-02
90	65	70	-3.1455E-01	5.9633E-02	-2.7960E-02	-1.2867E-02	-1.5827E-01	1.3541E-02	2.7326E-01	-5.9484E-02
0	70	70	-1.5801E+00	-1.0237E+00	-2.0870E-05	3.2882E-06	-5.4044E-01	-3.5011E-01	1.4848E+00	9.6192E-01
5	70	70	-1.5792E+00	-1.0306E+00	3.8350E-03	-2.1293E-02	-5.3653E-01	-3.7250E-01	1.4853E+00	9.6117E-01
10	70	70	-1.5751E+00	-1.0450E+00	1.5097E-02	-2.6463E-02	-5.2454E-01	-3.8228E-01	1.4853E+00	9.7292E-01
15	70	70	-1.5594E+00	-1.0415E+00	2.7214E-02	9.7200E-03	-5.0777E-01	-3.4709E-01	1.4746E+00	9.8204E-01
20	70	70	-1.5338E+00	-1.0005E+00	3.8995E-02	1.2015E-02	-4.8795E-01	-3.3088E-01	1.4546E+00	9.4423E-01
25	70	70	-1.5166E+00	-9.4614E-01	6.1921E-02	-1.8772E-02	-4.6051E-01	-3.4124E-01	1.4463E+00	8.8266E-01
30	70	70	-1.5013E+00	-9.1016E-01	9.1827E-02	-1.6684E-02	-4.2719E-01	-3.2697E-01	1.4422E+00	8.4957E-01
35	70	70	-1.4648E+00	-8.7700E-01	1.0957E-01	6.6202E-03	-3.9803E-01	-2.9373E-01	1.4139E+00	8.2638E-01
40	70	70	-1.4163E+00	-8.1964E-01	1.1738E-01	1.6121E-03	-3.7410E-01	-2.7882E-01	1.3710E+00	7.7076E-01
45	70	70	-1.3800E+00	-7.5313E-01	1.3294E-01	-2.1885E-02	-3.4705E-01	-2.7815E-01	1.3422E+00	7.0023E-01
50	70	70	-1.3449E+00	-7.0947E-01	1.5351E-01	-2.4928E-02	-3.1574E-01	-2.6608E-01	1.3163E+00	6.5815E-01
55	70	70	-1.2748E+00	-6.8712E-01	1.5871E-01	-4.0813E-03	-2.8689E-01	-2.3884E-01	1.2522E+00	6.4428E-01
60	70	70	-1.1529E+00	-6.5259E-01	1.3973E-01	1.5477E-02	-2.6301E-01	-2.0866E-01	1.1311E+00	6.1853E-01
65	70	70	-9.9572E-01	-5.7719E-01	1.0581E-01	1.7767E-02	-2.4112E-01	-1.8071E-01	9.7186E-01	5.4845E-01
70	70	70	-8.3258E-01	-4.5855E-01	6.9653E-02	6.2384E-03	-2.1931E-01	-1.5097E-01	8.0619E-01	4.3303E-01
75	70	70	-6.8272E-01	-3.1473E-01	3.7761E-02	-8.4326E-03	-1.9802E-01	-1.1557E-01	6.5446E-01	2.9286E-01
80	70	70	-5.4991E-01	-1.6861E-01	1.1590E-02	-1.8275E-02	-1.7719E-01	-7.4840E-02	5.2071E-01	1.5219E-01
85	70	70	-4.2856E-01	-3.8339E-02	-8.7549E-03	-1.9695E-02	-1.5480E-01	-3.1620E-02	3.9972E-01	2.9291E-02
90	70	70	-3.1178E-01	6.4048E-02	-2.2655E-02	-1.2306E-02	-1.2792E-01	1.0342E-02	2.8523E-01	-6.4394E-02
0	75	70	-1.5801E+00	-1.0237E+00	-2.0870E-05	3.2882E-06	-4.0897E-01	-2.6494E-01	1.5262E+00	9.8877E-01
5	75	70	-1.5797E+00	-1.0273E+00	2.9533E-03	-1.6555E-02	-4.0600E-01	-2.8188E-01	1.5266E+00	9.8803E-01
10	75	70	-1.5773E+00	-1.0411E+00	1.1717E-02	-2.0568E-02	-3.9691E-01	-2.8931E-01	1.5266E+00	1.0003E+00
15	75	70	-1.5635E+00	-1.0435E+00	2.1182E-02	7.5844E-03	-3.8422E-01	-2.6274E-01	1.5158E+00	1.0099E+00
20	75	70	-1.5397E+00	-1.0029E+00	3.0397E-02	9.3230E-03	-3.6915E-01	-2.5055E-01	1.4951E+00	9.7110E-01
25	75	70	-1.5259E+00	-9.4363E-01	4.8295E-02	-1.4727E-02	-3.4829E-01	-2.5845E-01	1.4864E+00	9.0767E-01
30	75	70	-1.5158E+00	-9.0788E-01	7.1700E-02	-1.3196E-02	-3.2305E-01	-2.4772E-01	1.4827E+00	8.7353E-01
35	75	70	-1.4828E+00	-8.7839E-01	8.5774E-02	4.8637E-03	-3.0093E-01	-2.2265E-01	1.4545E+00	8.4971E-01
40	75	70	-1.4362E+00	-8.2009E-01	9.2202E-02	8.8079E-04	-2.8267E-01	-2.1140E-01	1.4112E+00	7.9238E-01
45	75	70	-1.4032E+00	-7.4941E-01	1.0466E-01	-1.7527E-02	-2.6208E-01	-2.1089E-01	1.3825E+00	7.1934E-01
50	75	70	-1.3727E+00	-7.0474E-01	1.2101E-01	-2.0030E-02	-2.3840E-01	-2.0175E-01	1.3573E+00	6.7554E-01
55	75	70	-1.3050E+00	-6.8547E-01	1.2539E-01	-3.8934E-03	-2.1664E-01	-1.8117E-01	1.2930E+00	6.6110E-01
60	75	70	-1.1811E+00	-6.5417E-01	1.1088E-01	1.1309E-02	-1.9859E-01	-1.5839E-01	1.1696E+00	6.3480E-01
65	75	70	-1.0189E+00	-5.7930E-01	8.4615E-02	1.3100E-02	-1.8198E-01	-1.3728E-01	1.0061E+00	5.6295E-01
70	75	70	-8.4963E-01	-4.5880E-01	5.6419E-02	4.1205E-03	-1.6540E-01	-1.1477E-01	8.3528E-01	4.4423E-01
75	75	70	-6.9384E-01	-3.1233E-01	3.1372E-02	-7.3318E-03	-1.4928E-01	-8.7919E-02	6.7832E-01	2.9979E-01
80	75	70	-5.5575E-01	-1.6419E-01	1.0626E-02	-1.5040E-02	-1.3357E-01	-5.7023E-02	5.3957E-01	1.5470E-01
85	75	70	-4.2998E-01	-3.3305E-02	-5.6925E-03	-1.6187E-02	-1.1678E-01	-2.4256E-02	4.1385E-01	2.7981E-02
90	75	70	-3.0981E-01	6.8057E-02	-1.7037E-02	-1.0437E-02	-9.6641E-02	7.5334E-03	2.9484E-01	-6.8439E-02
0	80	70	-1.5801E+00	-1.0237E+00	-2.0870E-05	3.2882E-06	-2.7440E-01	-1.7775E-01	1.5561E+00	1.0081E+00
5	80	70	-1.5800E+00	-1.0249E+00	1.9808E-03	-1.1315E-02	-2.7242E-01	-1.8912E-01	1.5564E+00	1.0074E+00
10	80	70	-1.5789E+00	-1.0382E+00	7.9832E-03	-1.4068E-02	-2.6630E-01	-1.9413E-01	1.5563E+00	1.0199E+00
15	80	70	-1.5666E+00	-1.0449E+00	1.4495E-02	5.1771E-03	-2.5777E-01	-1.7635E-01	1.5453E+00	1.0299E+00
20	80	70	-1.5441E+00	-1.0046E+00	2.0814E-02	6.3430E-03	-2.4763E-01	-1.6820E-01	1.5243E+00	9.9045E-01
25	80	70	-1.5329E+00	-9.4173E-01	3.3059E-02	-1.0152E-02	-2.3363E-01	-1.7353E-01	1.5154E+00	9.2566E-01
30	80	70	-1.5265E+00	-9.0611E-01	4.9123E-02	-9.1576E-03	-2.1670E-01	-1.6636E-01	1.5118E+00	8.9076E-01
35	80	70	-1.4962E+00	-8.7930E-01	5.8897E-02	3.1414E-03	-2.0180E-01	-1.4959E-01	1.4837E+00	8.6648E-01
40	80	70	-1.4511E+00	-8.2026E-01	6.3504E-02	3.6543E-04	-1.8944E-01	-1.4208E-01	1.4401E+00	8.0786E-01
45	80	70	-1.4207E+00	-7.4645E-01	7.2240E-02	-1.2273E-02	-1.7555E-01	-1.4171E-01	1.4116E+00	7.3298E-01
50	80	70	-1.3937E+00	-7.0103E-01	8.3608E-02	-1.4022E-02	-1.5967E-01	-1.3554E-01	1.3870E+00	6.8795E-01
55	80	70	-1.3277E+00	-6.8406E-01	8.6765E-02	-3.0036E-03	-1.4510E-01	-1.2174E-01	1.3226E+00	6.7314E-01
60	80	70	-1.2024E+00	-6.5509E-01	7.6962E-02	7.3846E-03	-1.3300E-01	-1.0648E-01	1.1975E+00	6.4642E-01
65	80	70	-1.0365E+00	-5.8052E-01	5.9050E-02	8.5900E-03	-1.2183E-01	-9.2347E-02	1.0310E+00	5.7319E-01
70	80	70	-8.6271E-01	-4.5854E-01	3.9748E-02	2.4181E-03	-1.1066E-01	-7.7244E-02	8.5651E-01	4.5200E-01
75	80	70	-7.0260E-01	-3.1011E-01	2.2517E-02	-5.4398E-03	-9.9831E-02	-5.9208E-02	6.9584E-01	3.0446E-01
80	80	70	-5.6061E-01	-1.6055E-01	8.1369E-03	-1.0729E-02	-8.9336E-02	-3.8445E-02	5.5351E-01	1.5625E-01
85	80	70	-4.3147E-01	-2.9311E-02	-3.2866E-03	-1.1528E-02	-7.8160E-02	-1.6443E-02	4.2434E-01	2.6864E-02
90	80	70	-3.0863E-01	7.1201E-02	-1.1330E-02	-7.6074E-03	-6.4752E-02	4.8722E-03	3.0198E-01	-7.1441E-02
0	85	70	-1.5801E+00	-1.0237E+00	-2.0870E-05	3.2882E-06	-1.3773E-01	-8.9214E-02	1.5741E+00	1.0198E+00
5	85	70	-1.5803E+00	-1.0234E+00	9.4685E-04	-5.7327E-03	-1.3679E-01	-9.4909E-02	1.5743E+00	1.0190E+00
10	85	70	-1.5798E+00	-1.0364E+00	4.0090E-03	-7.1556E-03	-1.3370E-01	-9.7456E-02	1.5742E+00	1.0318E+00
15	85	70	-1.5685E+00	-1.0458E+00	7.3607E-03	2.5843E-03	-1.2937E-01	-8.8573E-02	1.5632E+00	1.0420E+00
20	85	70	-1.5468E+00	-1.0057E+00	1.0561E-02	3.1699E-03	-1.2429E-01	-8.4493E-02	1.5419E+00	1.0021E+00
25	85	70	-1.5372E+00	-9.4053E-01	1.6741E-02	-5.1979E-03	-1.1730E-01	-8.7151E-02	1.5328E+00	9.3650E-01
30	85	70	-1.5331E+00	-9.0499E-01	2.4895E-02	-4.7022E-03	-1.0882E-01	-8.3560E-02	1.5294E+00	9.0114E-01
35	85	70	-1.5044E+00	-8.7981E-01	2.9911E-02	1.5087E-03	-1.0132E-01	-7.5178E-02	1.5013E+00	8.7659E-01
40	85	70	-1.4603E+00	-8.2029E-01	3.2338E-02	6.8989E-05	-9.5056E-02	-7.1424E-02	1.4575E+00	8.1718E-01
45	85	70	-1.4315E+00	-7.4450E-01	3.6856E-02	-6.3588E-03	-8.8045E-02	-7.1222E-02	1.4292E+00	7.4111E-01
50	85	70	-1.4067E+00	-6.9857E-01	4.2698E-02	-7.2508E-03	-8.0067E-02	-6.8107E-02	1.4051E+00	6.9528E-01
55	85	70	-1.3419E+00	-6.8299E-01	4.4367E-02	-1.6534E-03	-7.2752E-02	-6.1174E-02	1.3406E+00	6.8025E-01
60	85	70	-1.2157E+00	-6.5547E-01	3.9442E-02	3.6377E-03	-6.6664E-02	-5.3505E-02	1.2145E+00	6.5330E-01
65	85	70	-1.0475E+00	-5.8111E-01	3.0364E-02	4.2704E-03	-6.1049E-02	-4.6393E-02	1.0462E+00	5.7927E-01
70	85	70	-8.7104E-01	-4.5827E-01	2.0539E-02	1.1477E-03	-5.5456E-02	-3.8798E-02	8.6952E-01	4.5663E-01
75	85	70	-7.0824E-01	-3.0869E-01	1.1728E-02	-2.8476E-03	-5.0043E-02	-2.9741E-02	7.0656E-01	3.0726E-01
80	85	70	-5.6377E-01	-1.5828E-01	4.3402E-03	-5.5593E-03	-4.4813E-02	-1.9333E-02	5.6201E-01	1.5719E-01
85	85	70	-4.3246E-01	-2.6826E-02	-1.5525E-03	-6.0118E-03	-3.9238E-02	-8.3269E-03	4.3067E-01	2.6200E-02
90	85	70	-3.0789E-01	7.3194E-02	-5.7092E-03	-4.0744E-03	-3.2522E-02	2.3204E-03	3.0622E-01	-7.3270E-02
0	90	70	-1.5801E+00	-1.0237E+00	-2.0870E-05	3.2882E-06	-2.0870E-05	3.2882E-06	1.5801E+00	1.0237E+00
5	90	70	-1.5803E+00	-1.0229E+00	-1.1730E-04	2.4075E-05	-1.1730E-04	2.4075E-05	1.5803E+00	1.0229E+00
10	90	70	-1.5801E+00	-1.0358E+00	-8.6018E-05	-3.1484E-05	-8.6018E-05	-3.1484E-05	1.5801E+00	1.0358E+00
15	90	70	-1.5692E+00	-1.0461E+00	8.5151E-07	-9.7832E-05	8.5151E-07	-9.7832E-05	1.5692E+00	1.0461E+00
20	90	70	-1.5477E+00	-1.0060E+00	-2.1957E-05	-9.3869E-05	-2.1957E-05	-9.3869E-05	1.5477E+00	1.0060E+00
25	90	70	-1.5387E+00	-9.4010E-01	-9.7892E-05	-4.2135E-05	-9.7892E-05	-4.2135E-05	1.5387E+00	9.4010E-01
30	90	70	-1.5354E+00	-9.0460E-01	-1.2064E-04	-1.5239E-05	-1.2064E-04	-1.5239E-05	1.5354E+00	9.0460E-01
35	90	70	-1.5072E+00	-8.7999E-01	-8.8206E-05	-3.5435E-05	-8.8206E-05	-3.5435E-05	1.5072E+00	8.7999E-01
40	90	70	-1.4634E+00	-8.2032E-01	-4.4003E-05	-4.9343E-05	-4.4003E-05	-4.9343E-05	1.4634E+00	8.2032E-01
45	90	70	-1.4351E+00	-7.4381E-01	-2.8630E-05	-3.5070E-05	-2.8630E-05	-3.5070E-05	1.4351E+00	7.4381E-01
50	90	70	-1.4111E+00	-6.9765E-01	-2.8417E-05	-2.9315E-05	-2.8417E-05	-2.9315E-05	1.4111E+00	6.9765E-01
55	90	70	-1.3467E+00	-6.8252E-01	-6.1966E-06	-3.0240E-05	-6.1966E-06	-3.0240E-05	1.3467E+00	6.8252E-01
60	90	70	-1.2203E+00	-6.5555E-01	2.2428E-05	-7.6329E-06	2.2428E-05	-7.6329E-06	1.2203E+00	6.5555E-01
65	90	70	-1.0514E+00	-5.8134E-01	2.1778E-05	2.7268E-05	2.1778E-05	2.7268E-05	1.0514E+00	5.8134E-01
70	90	70	-8.7389E-01	-4.5828E-01	-4.1068E-06	4.2902E-05	-4.1068E-06	4.2902E-05	8.7389E-01	4.5828E-01
75	90	70	-7.1009E-01	-3.0831E-01	-2.8144E-05	3.3936E-05	-2.8144E-05	3.3936E-05	7.1009E-01	3.0831E-01
80	90	70	-5.6472E-01	-1.5757E-01	-3.7604E-05	1.5857E-05	-3.7604E-05	1.5857E-05	5.6472E-01	1.5757E-01
85	90	70	-4.3264E-01	-2.5971E-02	-3.7197E-05	-2.6057E-08	-3.7197E-05	-2.6057E-08	4.3264E-01	2.5971E-02
90	90	70	-3.0749E-01	7.3956E-02	-3.3761E-05	-1.3798E-05	-3.3761E-05	-1.3798E-05	3.0749E-01	-7.3956E-02
0	0	80	-1.6716E+00	-1.0048E+00	1.3412E-04	-6.9725E-05	-1.6716E+00	-1.0048E+00	1.3412E-04	-6.9725E-05
5	0	80	-1.6506E+00	-9.0863E-01	4.2573E-05	-1.2288E-04	-1.6506E+00	-9.0863E-01	4.2573E-05	-1.2288E-04
10	0	80	-1.6100E+00	-8.7991E-01	2.7176E-05	-5.8910E-06	-1.6100E+00	-8.7991E-01	2.7176E-05	-5.8910E-06
15	0	80	-1.5404E+00	-9.5419E-01	1.5505E-04	8.0921E-05	-1.5404E+00	-9.5419E-01	1.5505E-04	8.0921E-05
20	0	80	-1.4416E+00	-8.8313E-01	1.3033E-04	-5.3928E-06	-1.4416E+00	-8.8313E-01	1.3033E-04	-5.3928E-06
25	0	80	-1.3490E+00	-8.2321E-01	1.1135E-04	-7.5206E-05	-1.3490E+00	-8.2321E-01	1.1135E-04	-7.5206E-05
30	0	80	-1.2417E+00	-8.5091E-01	8.0686E-05	6.4773E-05	-1.2417E+00	-8.5091E-01	8.0686E-05	6.4773E-05
35	0	80	-1.1186E+00	-8.0857E-01	-1.1060E-04	9.5973E-05	-1.1186E+00	-8.0857E-01	-1.1060E-04	9.5973E-05
40	0	80	-1.0182E+00	-7.3145E-01	-1.4351E-04	-6.7816E-05	-1.0182E+00	-7.3145E-01	-1.4351E-04	-6.7816E-05
45	0	80	-9.4089E-01	-7.1519E-01	1.3848E-06	-9.8058E-05	-9.4089E-01	-7.1519E-01	1.3848E-06	-9.8058E-05
50	0	80	-8.6235E-01	-7.1757E-01	2.6800E-05	-2.0941E-05	-8.6235E-01	-7.1757E-01	2.6800E-05	-2.0941E-05
55	0	80	-7.8014E-01	-6.7966E-01	-5.3454E-05	-3.1780E-05	-7.8014E-01	-6.7966E-01	-5.3454E-05	-3.1780E-05
60	0	80	-7.0885E-01	-6.1017E-01	-8.1339E-05	-9.6579E-05	-7.0885E-01	-6.1017E-01	-8.1339E-05	-9.6579E-05
65	0	80	-6.5236E-01	-5.3486E-01	-4.1479E-05	-1.0746E-04	-6.5236E-01	-5.3486E-01	-4.1479E-05	-1.0746E-04
70	0	80	-6.0229E-01	-4.5368E-01	-8.7405E-06	-5.6206E-05	-6.0229E-01	-4.5368E-01	-8.7405E-06	-5.6206E-05
75	0	80	-5.5244E-01	-3.5376E-01	-1.8033E-05	-1.0793E-05	-5.5244E-01	-3.5376E-01	-1.8033E-05	-1.0793E-05
80	0	80	-5.0019E-01	-2.3219E-01	-3.1422E-05	-1.3242E-05	-5.0019E-01	-2.3219E-01	-3.1422E-05	-1.3242E-05
85	0	80	-4.3930E-01	-9.8588E-02	-9.1947E-06	-3.5035E-05	-4.3930E-01	-9.8588E-02	-9.1947E-06	-3.5035E-05
90	0	80	-3.5919E-01	3.1982E-02	3.3529E-05	-3.2580E-05	-3.5919E-01	3.1982E-02	3.3529E-05	-3.2580E-05
0	5	80	-1.6716E+00	-1.0048E+00	1.3412E-04	-6.9725E-05	-1.6652E+00	-1.0010E+00	1.4582E-01	8.7508E-02
5	5	80	-1.6506E+00	-9.0925E-01	7.3198E-04	6.9510E-03	-1.6443E+00	-9.0518E-01	1.4459E-01	8.6171E-02
10	5	80	-1.6102E+00	-8.8050E-01	2.7466E-03	4.2511E-03	-1.6039E+00	-8.7678E-01	1.4308E-01	8.0975E-02
15	5	80	-1.5411E+00	-9.5394E-01	8.5294E-03	-7.8481E-03	-1.5345E+00	-9.5100E-01	1.4281E-01	7.5323E-02
20	5	80	-1.4429E+00	-8.8335E-01	1.5194E-02	-3.9386E-03	-1.4361E+00	-8.8033E-01	1.4089E-01	7.3065E-02
25	5	80	-1.3507E+00	-8.2392E-01	1.9319E-02	-2.4937E-03	-1.3439E+00	-8.2100E-01	1.3697E-01	6.9325E-02
30	5	80	-1.2439E+00	-8.5130E-01	2.5461E-02	-1.0563E-02	-1.2370E+00	-8.4898E-01	1.3378E-01	6.3673E-02
35	5	80	-1.1215E+00	-8.0921E-01	3.2269E-02	-9.8832E-03	-1.1144E+00	-8.0699E-01	1.2989E-01	6.0682E-02
40	5	80	-1.0215E+00	-7.3275E-01	3.4194E-02	-5.2806E-03	-1.0146E+00	-7.3042E-01	1.2309E-01	5.8603E-02
45	5	80	-9.4422E-01	-7.1659E-01	3.3380E-02	-7.8529E-03	-9.3772E-01	-7.1455E-01	1.1555E-01	5.4632E-02
50	5	80	-8.6576E-01	-7.1881E-01	3.3564E-02	-1.1395E-02	-8.5954E-01	-7.1707E-01	1.0889E-01	5.1297E-02
55	5	80	-7.8360E-01	-6.8105E-01	3.2456E-02	-8.6074E-03	-7.7779E-01	-6.7921E-01	1.0063E-01	5.0783E-02
60	5	80	-7.1198E-01	-6.1191E-01	2.6303E-02	-2.7889E-03	-7.0698E-01	-6.0983E-01	8.8257E-02	5.0553E-02
65	5	80	-6.5476E-01	-5.3674E-01	1.5959E-02	6.1572E-05	-6.5088E-01	-5.3469E-01	7.2965E-02	4.6841E-02
70	5	80	-6.0379E-01	-4.5530E-01	5.3845E-03	-9.7308E-04	-6.0103E-01	-4.5365E-01	5.7988E-02	3.8712E-02
75	5	80	-5.5320E-01	-3.5485E-01	-2.7321E-03	-3.0281E-03	-5.5133E-01	-3.5377E-01	4.5493E-02	2.7911E-02
80	5	80	-5.0050E-01	-2.3279E-01	-7.9916E-03	-3.5762E-03	-4.9929E-01	-2.3222E-01	3.5660E-02	1.6727E-02
85	5	80	-4.3937E-01	-9.8917E-02	-1.0782E-02	-1.8840E-03	-4.3864E-01	-9.8705E-02	2.7553E-02	6.7444E-03
90	5	80	-3.5913E-01	3.1701E-02	-1.1212E-02	1.5920E-03	-3.5874E-01	3.1719E-02	2.0131E-02	-1.1770E-03
0	10	80	-1.6716E+00	-1.0048E+00	1.3412E-04	-6.9725E-05	-1.6461E+00	-9.8958E-01	2.9039E-01	1.7442E-01
5	10	80	-1.6509E+00	-9.1110E-01	1.4022E-03	1.3801E-02	-1.6256E+00	-8.9486E-01	2.8805E-01	1.7180E-01
10	10	80	-1.6109E+00	-8.8220E-01	5.4009E-03	8.3081E-03	-1.5855E+00	-8.6736E-01	2.8505E-01	1.6138E-01
15	10	80	-1.5430E+00	-9.5322E-01	1.6696E-02	-1.5595E-02	-1.5167E+00	-9.4144E-01	2.8438E-01	1.5017E-01
20	10	80	-1.4466E+00	-8.8401E-01	2.9826E-02	-7.7047E-03	-1.4194E+00	-8.7191E-01	2.8057E-01	1.4592E-01
25	10	80	-1.3556E+00	-8.2592E-01	3.7930E-02	-4.8523E-03	-1.3285E+00	-8.1421E-01	2.7276E-01	1.3864E-01
30	10	80	-1.2505E+00	-8.5242E-01	5.0146E-02	-2.1014E-02	-1.2228E+00	-8.4312E-01	2.6653E-01	1.2733E-01
35	10	80	-1.1300E+00	-8.1114E-01	6.3895E-02	-1.9679E-02	-1.1018E+00	-8.0223E-01	2.5915E-01	1.2147E-01
40	10	80	-1.0310E+00	-7.3644E-01	6.7769E-02	-1.0442E-02	-1.0035E+00	-7.2706E-01	2.4576E-01	1.1760E-01
45	10	80	-9.5401E-01	-7.2041E-01	6.6061E-02	-1.5640E-02	-9.2804E-01	-7.1218E-01	2.3072E-01	1.0969E-01
50	10	80	-8.7604E-01	-7.2226E-01	6.6556E-02	-2.2822E-02	-8.5117E-01	-7.1525E-01	2.1767E-01	1.0294E-01
55	10	80	-7.9405E-01	-6.8522E-01	6.4620E-02	-1.7232E-02	-7.7076E-01	-6.7780E-01	2.0152E-01	1.0202E-01
60	10	80	-7.2135E-01	-6.1725E-01	5.2531E-02	-5.5148E-03	-7.0127E-01	-6.0883E-01	1.7699E-01	1.0175E-01
65	10	80	-6.6184E-01	-5.4237E-01	3.1975E-02	2.1323E-04	-6.4624E-01	-5.3409E-01	1.4642E-01	9.4391E-02
70	10	80	-6.0827E-01	-4.5998E-01	1.0943E-02	-1.8915E-03	-5.9713E-01	-4.5332E-01	1.1640E-01	7.8013E-02
75	10	80	-5.5557E-01	-3.5797E-01	-5.1760E-03	-6.0506E-03	-5.4803E-01	-3.5358E-01	9.1377E-02	5.6202E-02
80	10	80	-5.0151E-01	-2.3450E-01	-1.5626E-02	-7.1908E-03	-4.9661E-01	-2.3219E-01	7.1698E-02	3.3639E-02
85	10	80	-4.3960E-01	-9.9833E-02	-2.1208E-02	-3.8529E-03	-4.3660E-01	-9.8985E-02	5.5450E-02	1.3541E-02
90	10	80	-3.5893E-01	3.0947E-02	-2.2135E-02	3.0558E-03	-3.5733E-01	3.1008E-02	4.0530E-02	-2.3646E-03
0	15	80	-1.6716E+00	-1.0048E+00	1.3412E-04	-6.9725E-05	-1.6146E+00	-9.7062E-01	4.3276E-01	2.6000E-01
5	15	80	-1.6512E+00	-9.1412E-01	2.0344E-03	2.0211E-02	-1.5945E+00	-8.7774E-01	4.2934E-01	2.5611E-01
10	15	80	-1.6120E+00	-8.8495E-01	7.9255E-03	1.1980E-02	-1.5550E+00	-8.5170E-01	4.2487E-01	2.4061E-01
15	15	80	-1.5461E+00	-9.5200E-01	2.4444E-02	-2.2974E-02	-1.4871E+00	-9.2551E-01	4.2378E-01	2.2420E-01
20	15	80	-1.4526E+00	-8.8510E-01	4.3616E-02	-1.1151E-02	-1.3918E+00	-8.5782E-01	4.1809E-01	2.1831E-01
25	15	80	-1.3637E+00	-8.2912E-01	5.5419E-02	-7.0733E-03	-1.3029E+00	-8.0270E-01	4.0648E-01	2.0776E-01
30	15	80	-1.2612E+00	-8.5412E-01	7.3480E-02	-3.1025E-02	-1.1993E+00	-8.3304E-01	3.9741E-01	1.9109E-01
35	15	80	-1.1440E+00	-8.1422E-01	9.3917E-02	-2.9018E-02	-1.0807E+00	-7.9399E-01	3.8679E-01	1.8271E-01
40	15	80	-1.0464E+00	-7.4232E-01	9.9683E-02	-1.5469E-02	-9.8495E-01	-7.2103E-01	3.6712E-01	1.7719E-01
45	15	80	-9.7003E-01	-7.2631E-01	9.7278E-02	-2.3411E-02	-9.1180E-01	-7.0762E-01	3.4502E-01	1.6537E-01
50	15	80	-8.9305E-01	-7.2757E-01	9.8335E-02	-3.4155E-02	-8.3717E-01	-7.1162E-01	3.2612E-01	1.5532E-01
55	15	80	-8.1135E-01	-6.9195E-01	9.5798E-02	-2.5834E-02	-7.5891E-01	-6.7505E-01	3.0253E-01	1.5413E-01
60	15	80	-7.3668E-01	-6.2599E-01	7.8161E-02	-8.4656E-03	-6.9135E-01	-6.0685E-01	2.6616E-01	1.5384E-01
65	15	80	-6.7334E-01	-5.5143E-01	4.7977E-02	-1.1673E-06	-6.3798E-01	-5.3264E-01	2.2062E-01	1.4272E-01
70	15	80	-6.1568E-01	-4.6739E-01	1.7033E-02	-3.0990E-03	-5.9029E-01	-4.5227E-01	1.7580E-01	1.1798E-01
75	15	80	-5.5970E-01	-3.6295E-01	-6.7823E-03	-9.2281E-03	-5.4238E-01	-3.5297E-01	1.3831E-01	8.5025E-02
80	15	80	-5.0332E-01	-2.3740E-01	-2.2343E-02	-1.0938E-02	-4.9195E-01	-2.3214E-01	1.0869E-01	5.0879E-02
85	15	80	-4.3990E-01	-1.0147E-01	-3.0764E-02	-6.0596E-03	-4.3288E-01	-9.9577E-02	8.4140E-02	2.0408E-02
